,gender,customer_type,age,type_of_travel,flight_distance,inflight_wifi_service,departure/arrival_time_convenient,ease_of_online_booking,food_and_drink,inflight_entertainment,baggage_handling,cleanliness,departure_delay_in_minutes,arrival_delay_in_minutes,satisfaction
12963,Male,Loyal Customer,45,Business travel,624.0,5,5,5,5,3,3,5,0.0,0.0,satisfied
12964,Female,Disloyal Customer,25,Business travel,624.0,2,5,2,5,5,4,5,0.0,0.0,satisfied
12965,Male,Loyal Customer,47,Business travel,624.0,1,4,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
12966,Male,Disloyal Customer,38,Business travel,624.0,2,2,2,2,2,5,2,9.0,9.0,dissatisfied
12967,Female,Loyal Customer,53,Business travel,624.0,4,4,4,4,5,5,4,44.0,142.0,satisfied
12968,Male,Loyal Customer,15,Personal Travel,624.0,1,5,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
12970,Female,Loyal Customer,42,Business travel,624.0,2,2,2,2,2,3,2,0.0,0.0,satisfied
12971,Female,Loyal Customer,45,Business travel,624.0,5,5,5,4,3,3,3,75.0,75.0,satisfied
12972,Male,Disloyal Customer,43,Business travel,624.0,3,3,3,4,4,4,4,24.0,22.0,dissatisfied
12973,Female,Loyal Customer,47,Business travel,624.0,2,2,4,4,5,5,3,39.0,36.0,satisfied
12974,Female,Loyal Customer,39,Business travel,624.0,2,2,2,4,2,2,2,26.0,33.0,dissatisfied
12975,Female,Loyal Customer,36,Business travel,624.0,2,3,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
12976,Male,Loyal Customer,42,Business travel,624.0,5,5,5,2,4,4,5,14.0,41.0,satisfied
12977,Male,Loyal Customer,42,Business travel,624.0,4,4,4,2,4,4,5,0.0,0.0,satisfied
12978,Male,Loyal Customer,42,Personal Travel,624.0,3,4,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
12979,Female,Loyal Customer,19,Business travel,624.0,4,5,5,4,4,3,4,25.0,49.0,dissatisfied
12980,Male,Loyal Customer,60,Business travel,624.0,1,3,3,4,1,1,3,0.0,0.0,dissatisfied
12981,Female,Loyal Customer,37,Business travel,624.0,2,2,2,2,4,4,5,0.0,1.0,satisfied
12982,Female,Loyal Customer,43,Business travel,624.0,1,1,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
12983,Female,Loyal Customer,26,Business travel,624.0,2,1,1,2,2,3,2,12.0,39.0,dissatisfied
12984,Male,Loyal Customer,34,Business travel,624.0,3,2,2,2,3,3,2,32.0,33.0,dissatisfied
12985,Male,Loyal Customer,50,Business travel,624.0,3,3,3,5,4,4,5,0.0,7.0,satisfied
12987,Male,Loyal Customer,59,Business travel,626.0,4,4,4,3,3,3,3,5.0,0.0,satisfied
12988,Female,Loyal Customer,52,Business travel,626.0,5,5,5,2,3,3,5,0.0,0.0,satisfied
12989,Female,Loyal Customer,53,Business travel,626.0,2,2,2,1,5,5,5,2.0,0.0,satisfied
12990,Female,Loyal Customer,42,Personal Travel,626.0,3,5,3,2,2,5,2,0.0,0.0,satisfied
12991,Female,Loyal Customer,68,Personal Travel,626.0,4,5,4,5,1,1,4,22.0,23.0,dissatisfied
12992,Female,Disloyal Customer,45,Business travel,626.0,3,3,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
12993,Male,Loyal Customer,32,Business travel,626.0,2,2,2,4,4,5,4,0.0,5.0,satisfied
12994,Female,Disloyal Customer,22,Business travel,626.0,5,0,5,2,2,3,2,0.0,16.0,satisfied
12995,Female,Loyal Customer,52,Business travel,626.0,5,5,5,4,4,4,5,0.0,0.0,satisfied
12996,Female,Disloyal Customer,25,Business travel,626.0,4,3,4,4,4,5,4,0.0,0.0,satisfied
12997,Male,Loyal Customer,41,Personal Travel,626.0,2,5,1,1,5,5,5,0.0,0.0,dissatisfied
12998,Male,Loyal Customer,52,Business travel,626.0,3,3,3,4,5,5,4,0.0,0.0,satisfied
13001,Female,Disloyal Customer,24,Business travel,626.0,3,4,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
13002,Male,Disloyal Customer,52,Business travel,626.0,3,3,3,2,2,4,2,0.0,0.0,dissatisfied
13003,Female,Loyal Customer,25,Business travel,626.0,2,4,4,2,2,3,2,0.0,0.0,satisfied
13004,Male,Loyal Customer,59,Business travel,626.0,4,4,4,5,4,4,3,0.0,0.0,satisfied
13005,Male,Disloyal Customer,27,Business travel,626.0,0,0,0,3,3,5,3,0.0,0.0,satisfied
13006,Male,Loyal Customer,37,Personal Travel,626.0,4,5,4,5,5,5,5,4.0,1.0,satisfied
13007,Female,Loyal Customer,39,Business travel,627.0,1,1,1,5,4,4,2,51.0,38.0,satisfied
13008,Female,Loyal Customer,26,Business travel,627.0,2,2,2,5,5,3,5,0.0,0.0,satisfied
13009,Female,Loyal Customer,11,Business travel,627.0,3,3,2,4,4,3,4,0.0,0.0,satisfied
13010,Male,Loyal Customer,50,Personal Travel,627.0,1,3,1,4,2,2,4,0.0,0.0,dissatisfied
13011,Female,Loyal Customer,25,Business travel,627.0,5,5,5,5,5,3,5,0.0,0.0,satisfied
13012,Female,Disloyal Customer,18,Business travel,1683.5360392191503,0,4,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
13013,Female,Loyal Customer,50,Business travel,627.0,4,4,4,3,3,3,2,25.0,27.0,satisfied
13014,Male,Loyal Customer,46,Business travel,627.0,4,4,4,5,4,4,3,62.0,57.0,satisfied
13015,Female,Loyal Customer,51,Business travel,627.0,4,4,4,2,4,4,2,50.0,73.0,satisfied
13017,Male,Loyal Customer,45,Business travel,628.0,3,3,3,2,5,5,5,0.0,0.0,satisfied
13018,Male,Loyal Customer,60,Business travel,628.0,3,3,3,2,3,3,2,0.0,8.0,dissatisfied
13019,Male,Loyal Customer,60,Business travel,628.0,2,2,2,3,4,4,4,5.0,0.0,satisfied
13020,Female,Loyal Customer,60,Personal Travel,628.0,3,5,3,3,5,5,3,0.0,0.0,dissatisfied
13021,Male,Loyal Customer,39,Business travel,628.0,3,3,3,4,4,4,5,80.0,88.0,satisfied
13022,Female,Disloyal Customer,25,Business travel,628.0,2,0,2,2,2,5,2,0.0,0.0,satisfied
13024,Male,Loyal Customer,49,Business travel,628.0,4,4,4,5,4,4,4,51.0,43.0,dissatisfied
13025,Female,Loyal Customer,25,Business travel,628.0,1,4,3,4,4,4,4,13.699978441564664,13.0743375378899,satisfied
13026,Female,Loyal Customer,42,Business travel,628.0,1,1,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
13027,Female,Loyal Customer,56,Business travel,628.0,4,4,4,2,4,4,4,28.0,13.0,satisfied
13028,Female,Loyal Customer,49,Business travel,628.0,5,5,5,3,2,2,3,0.0,15.0,satisfied
13029,Female,Disloyal Customer,36,Business travel,628.0,2,2,2,2,2,5,2,7.0,19.0,dissatisfied
13031,Female,Loyal Customer,53,Business travel,628.0,2,2,2,4,5,5,5,0.0,0.0,satisfied
13032,Female,Loyal Customer,38,Business travel,628.0,2,2,2,4,5,5,4,0.0,15.0,satisfied
13034,Female,Loyal Customer,33,Business travel,628.0,5,5,5,4,5,5,3,0.0,1.0,satisfied
13035,Female,Disloyal Customer,48,Business travel,628.0,5,5,5,5,5,4,5,0.0,0.0,satisfied
13036,Female,Loyal Customer,40,Business travel,628.0,4,4,4,5,4,4,3,20.0,21.0,dissatisfied
13037,Female,Loyal Customer,21,Business travel,628.0,2,5,5,2,2,4,2,1.0,8.0,dissatisfied
13038,Female,Loyal Customer,53,Business travel,628.0,3,3,3,4,4,4,5,12.0,6.0,satisfied
13039,Female,Loyal Customer,58,Business travel,628.0,5,5,5,4,4,4,5,0.0,10.0,satisfied
13040,Female,Loyal Customer,24,Business travel,628.0,5,5,5,4,4,5,4,49.0,-45.0,satisfied
13041,Male,Loyal Customer,55,Business travel,628.0,1,1,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
13042,Female,Loyal Customer,21,Business travel,628.0,4,4,4,5,5,5,5,0.0,5.0,satisfied
13043,Female,Disloyal Customer,39,Business travel,628.0,2,2,2,4,4,4,4,0.0,0.0,dissatisfied
13044,Male,Loyal Customer,47,Business travel,628.0,2,5,5,1,2,2,2,34.0,57.0,dissatisfied
13045,Female,Loyal Customer,50,Business travel,628.0,3,3,3,2,4,4,3,0.0,0.0,satisfied
13046,Male,Loyal Customer,42,Business travel,628.0,1,1,5,5,5,5,5,1.0,0.0,satisfied
13047,Female,Disloyal Customer,48,Business travel,628.0,2,2,2,4,4,4,4,0.0,0.0,dissatisfied
13048,Female,Loyal Customer,55,Business travel,628.0,1,1,1,3,4,4,5,1.0,1.0,satisfied
13049,Male,Loyal Customer,42,Business travel,628.0,1,1,3,5,5,1,5,0.0,0.0,satisfied
13050,Male,Loyal Customer,47,Business travel,628.0,2,2,2,2,4,4,4,1.0,0.0,satisfied
13051,Female,Disloyal Customer,40,Business travel,628.0,1,1,1,2,2,5,2,0.0,0.0,dissatisfied
13052,Male,Loyal Customer,53,Business travel,628.0,2,2,2,2,5,5,3,42.0,35.0,satisfied
13053,Female,Loyal Customer,25,Business travel,628.0,2,2,2,4,4,4,4,0.0,0.0,satisfied
13054,Male,Loyal Customer,42,Business travel,628.0,1,1,1,4,4,4,2,94.0,101.0,satisfied
13055,Male,Loyal Customer,38,Business travel,628.0,3,3,3,2,4,4,3,0.0,16.0,satisfied
13056,Female,Loyal Customer,50,Business travel,628.0,1,1,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
13057,Male,Loyal Customer,38,Personal Travel,628.0,1,4,1,3,1,1,5,0.0,1.0,dissatisfied
13058,Female,Loyal Customer,42,Personal Travel,628.0,2,4,2,4,4,5,4,0.0,6.0,satisfied
13059,Female,Loyal Customer,24,Business travel,628.0,2,2,2,3,3,5,3,4.0,-45.0,satisfied
13060,Male,Disloyal Customer,37,Business travel,628.0,3,3,3,2,2,4,2,0.0,0.0,dissatisfied
13063,Male,Loyal Customer,54,Business travel,628.0,1,1,1,2,4,4,3,0.0,0.0,satisfied
13064,Female,Disloyal Customer,26,Business travel,628.0,5,5,5,4,4,4,4,6.0,0.0,satisfied
13066,Male,Loyal Customer,47,Business travel,628.0,3,3,3,2,4,4,5,3.0,0.0,satisfied
13067,Male,Loyal Customer,38,Business travel,628.0,4,4,4,4,1,3,3,210.0,209.0,satisfied
13068,Male,Disloyal Customer,26,Business travel,628.0,5,4,4,2,2,4,2,102.0,102.0,satisfied
13069,Female,Disloyal Customer,44,Business travel,628.0,4,4,4,4,4,5,4,15.0,19.0,dissatisfied
13070,Female,Loyal Customer,37,Business travel,628.0,3,3,3,3,4,4,5,0.0,0.0,satisfied
13071,Female,Loyal Customer,63,Business travel,628.0,3,5,5,2,3,3,3,11.0,0.0,dissatisfied
13072,Male,Loyal Customer,43,Business travel,628.0,4,4,4,3,5,5,3,4.0,5.0,satisfied
13073,Female,Loyal Customer,25,Business travel,628.0,1,1,1,4,4,4,4,0.0,0.0,satisfied
13074,Male,Loyal Customer,52,Business travel,628.0,1,1,5,3,3,3,4,0.0,0.0,satisfied
13075,Female,Loyal Customer,49,Business travel,628.0,1,1,3,3,5,5,5,7.0,2.0,satisfied
13076,Male,Loyal Customer,42,Business travel,628.0,1,1,1,2,2,5,2,0.0,0.0,satisfied
13077,Female,Loyal Customer,39,Business travel,628.0,5,5,5,5,4,4,5,0.0,0.0,satisfied
13078,Male,Loyal Customer,27,Business travel,628.0,1,3,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
13079,Male,Disloyal Customer,62,Business travel,628.0,2,2,2,2,2,4,2,2.0,0.0,dissatisfied
13080,Female,Disloyal Customer,25,Business travel,628.0,2,0,2,5,5,4,5,0.0,0.0,satisfied
13082,Male,Disloyal Customer,40,Business travel,628.0,4,4,4,5,5,4,5,0.0,0.0,dissatisfied
13083,Male,Loyal Customer,53,Business travel,628.0,3,4,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
13084,Female,Loyal Customer,54,Business travel,628.0,2,4,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
13085,Female,Loyal Customer,72,Business travel,628.0,4,3,3,4,4,4,4,1.0,2.0,dissatisfied
13086,Female,Disloyal Customer,40,Business travel,628.0,3,3,3,3,3,3,3,31.0,54.0,dissatisfied
13087,Male,Disloyal Customer,38,Business travel,628.0,4,3,3,2,2,5,2,51.0,36.0,satisfied
13088,Male,Loyal Customer,40,Business travel,628.0,5,5,5,4,4,4,4,0.0,0.0,satisfied
13089,Female,Disloyal Customer,38,Business travel,628.0,3,3,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
13090,Female,Disloyal Customer,44,Business travel,628.0,2,2,2,5,5,5,5,0.0,0.0,dissatisfied
13091,Female,Loyal Customer,72,Business travel,629.0,2,2,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
13092,Male,Loyal Customer,43,Business travel,629.0,4,4,4,5,4,4,4,63.0,50.0,satisfied
13093,Female,Loyal Customer,48,Business travel,629.0,2,2,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
13094,Female,Disloyal Customer,41,Business travel,629.0,1,1,1,3,3,4,3,0.0,12.0,dissatisfied
13095,Male,Loyal Customer,30,Business travel,1683.5360392191503,2,2,3,4,2,5,2,10.0,13.0743375378899,satisfied
13096,Male,Disloyal Customer,24,Business travel,630.0,4,0,4,4,4,5,4,0.0,-45.0,satisfied
13097,Female,Disloyal Customer,41,Business travel,630.0,5,5,5,2,2,5,2,0.0,0.0,satisfied
13098,Female,Disloyal Customer,25,Business travel,630.0,0,4,0,2,2,4,2,0.0,0.0,satisfied
13099,Male,Loyal Customer,47,Business travel,630.0,2,2,2,5,5,5,3,0.0,0.0,satisfied
13100,Female,Loyal Customer,40,Business travel,630.0,1,1,1,3,3,3,3,0.0,0.0,satisfied
13101,Female,Loyal Customer,52,Business travel,630.0,4,4,4,3,4,4,3,0.0,0.0,satisfied
13102,Male,Disloyal Customer,34,Business travel,630.0,2,2,2,5,5,4,5,0.0,0.0,dissatisfied
13103,Male,Disloyal Customer,33,Business travel,630.0,3,3,3,2,2,5,2,0.0,0.0,dissatisfied
13104,Female,Loyal Customer,57,Business travel,630.0,4,4,4,3,3,3,5,0.0,0.0,satisfied
13105,Female,Loyal Customer,48,Business travel,630.0,5,5,5,4,4,4,3,0.0,0.0,satisfied
13106,Female,Loyal Customer,20,Business travel,630.0,3,1,1,3,5,4,3,11.0,3.0,dissatisfied
13107,Female,Loyal Customer,40,Business travel,630.0,4,5,5,1,4,4,4,0.0,0.0,dissatisfied
13108,Male,Disloyal Customer,33,Business travel,630.0,1,1,1,1,3,5,3,145.0,152.0,dissatisfied
13109,Male,Disloyal Customer,35,Business travel,630.0,2,2,2,5,5,3,5,2.0,1.0,dissatisfied
13110,Male,Loyal Customer,42,Business travel,630.0,1,1,1,4,4,1,4,0.0,0.0,satisfied
13111,Male,Loyal Customer,39,Business travel,630.0,2,2,2,2,5,5,5,0.0,0.0,satisfied
13112,Male,Loyal Customer,40,Business travel,630.0,5,5,5,5,4,4,4,0.0,0.0,satisfied
13113,Male,Loyal Customer,60,Business travel,630.0,3,3,3,5,4,4,3,0.0,0.0,satisfied
13115,Female,Loyal Customer,50,Business travel,630.0,4,4,4,2,4,4,3,0.0,0.0,satisfied
13116,Male,Loyal Customer,40,Business travel,630.0,4,4,3,4,5,5,4,0.0,0.0,satisfied
13117,Male,Loyal Customer,22,Business travel,630.0,2,2,2,2,2,3,2,6.0,23.0,dissatisfied
13118,Male,Loyal Customer,27,Business travel,630.0,5,5,5,4,4,4,4,0.0,2.0,satisfied
13119,Male,Loyal Customer,46,Business travel,630.0,5,5,5,5,5,5,3,9.0,7.0,satisfied
13120,Female,Disloyal Customer,50,Business travel,630.0,4,4,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
13121,Female,Disloyal Customer,25,Business travel,630.0,0,2,0,5,5,4,5,0.0,0.0,satisfied
13122,Male,Loyal Customer,54,Business travel,630.0,4,4,4,3,2,2,5,4.0,6.0,satisfied
13124,Female,Disloyal Customer,25,Business travel,630.0,1,5,1,5,5,4,5,0.0,0.0,satisfied
13126,Male,Loyal Customer,39,Business travel,630.0,1,3,3,3,1,1,4,0.0,1.0,dissatisfied
13127,Male,Loyal Customer,39,Business travel,630.0,4,4,4,2,4,4,3,0.0,0.0,satisfied
13128,Male,Loyal Customer,53,Personal Travel,630.0,3,4,3,3,2,3,3,0.0,0.0,dissatisfied
13130,Female,Loyal Customer,57,Business travel,630.0,2,2,2,4,2,2,5,0.0,0.0,satisfied
13131,Female,Loyal Customer,68,Personal Travel,630.0,3,4,3,4,5,5,5,0.0,4.0,dissatisfied
13132,Male,Loyal Customer,53,Business travel,630.0,2,2,2,2,4,4,2,203.0,185.0,satisfied
13133,Male,Loyal Customer,42,Business travel,630.0,3,2,4,5,3,3,4,9.0,0.0,dissatisfied
13135,Female,Disloyal Customer,26,Business travel,631.0,3,0,3,2,2,4,2,0.0,0.0,dissatisfied
13136,Male,Disloyal Customer,39,Business travel,631.0,1,1,1,5,5,5,5,0.0,0.0,dissatisfied
13137,Female,Disloyal Customer,34,Business travel,631.0,1,1,1,2,2,4,2,0.0,0.0,dissatisfied
13138,Female,Disloyal Customer,33,Business travel,631.0,2,3,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
13139,Female,Loyal Customer,46,Business travel,631.0,2,2,2,3,4,4,3,0.0,0.0,satisfied
13140,Female,Loyal Customer,49,Business travel,631.0,1,1,1,3,3,3,4,0.0,10.0,satisfied
13141,Male,Loyal Customer,40,Business travel,631.0,3,3,3,3,3,3,3,0.0,0.0,satisfied
13142,Female,Disloyal Customer,20,Business travel,631.0,5,1,5,2,5,5,2,0.0,0.0,satisfied
13143,Male,Loyal Customer,22,Personal Travel,631.0,3,5,3,2,2,4,2,0.0,0.0,dissatisfied
13144,Female,Disloyal Customer,25,Business travel,631.0,4,0,3,2,2,4,2,0.0,0.0,satisfied
13145,Male,Loyal Customer,51,Business travel,631.0,4,4,4,2,4,4,5,71.0,65.0,satisfied
13146,Male,Disloyal Customer,33,Business travel,631.0,3,3,3,5,5,4,5,17.0,10.0,dissatisfied
13147,Female,Disloyal Customer,36,Business travel,631.0,1,1,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
13148,Female,Disloyal Customer,26,Business travel,631.0,3,0,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
13149,Male,Loyal Customer,44,Business travel,631.0,5,5,5,2,5,5,5,0.0,3.0,satisfied
13150,Female,Loyal Customer,59,Business travel,631.0,5,5,3,5,4,4,4,22.0,26.0,satisfied
13151,Female,Loyal Customer,46,Business travel,631.0,5,5,5,2,5,5,4,6.0,0.0,satisfied
13152,Female,Loyal Customer,57,Business travel,631.0,4,4,4,5,4,4,3,0.0,6.0,satisfied
13153,Male,Loyal Customer,52,Business travel,631.0,4,4,4,2,4,4,4,0.0,0.0,satisfied
13154,Female,Disloyal Customer,52,Business travel,631.0,4,4,4,5,5,5,5,0.0,0.0,satisfied
13155,Female,Loyal Customer,45,Business travel,631.0,2,2,2,3,5,5,3,0.0,0.0,satisfied
13156,Male,Disloyal Customer,48,Business travel,631.0,5,5,5,3,3,5,3,0.0,0.0,satisfied
13157,Male,Loyal Customer,48,Business travel,631.0,1,1,1,5,5,5,5,16.0,14.0,satisfied
13158,Male,Loyal Customer,26,Personal Travel,631.0,2,4,3,4,4,1,4,7.0,0.0,dissatisfied
13159,Female,Loyal Customer,35,Business travel,631.0,4,4,4,3,5,5,4,82.0,77.0,satisfied
13160,Female,Loyal Customer,49,Business travel,631.0,1,1,4,4,4,4,3,82.0,77.0,satisfied
13161,Male,Loyal Customer,22,Business travel,631.0,3,5,5,3,3,2,3,0.0,0.0,dissatisfied
13162,Female,Disloyal Customer,33,Business travel,631.0,1,2,2,5,5,4,5,0.0,0.0,dissatisfied
13163,Female,Loyal Customer,48,Business travel,631.0,2,2,2,3,3,3,3,3.0,0.0,satisfied
13164,Male,Disloyal Customer,22,Business travel,631.0,5,2,5,2,2,4,2,0.0,0.0,satisfied
13165,Male,Loyal Customer,54,Business travel,631.0,2,2,5,3,4,4,5,6.0,0.0,satisfied
13166,Male,Loyal Customer,13,Personal Travel,631.0,1,4,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
13168,Female,Loyal Customer,37,Business travel,631.0,2,2,2,2,4,4,3,0.0,0.0,satisfied
13169,Male,Disloyal Customer,19,Business travel,631.0,0,0,1,5,5,4,5,0.0,0.0,satisfied
13170,Female,Disloyal Customer,33,Business travel,631.0,3,3,3,3,3,4,3,0.0,0.0,dissatisfied
13171,Male,Loyal Customer,50,Business travel,631.0,1,1,1,3,4,4,3,3.0,3.0,satisfied
13173,Male,Loyal Customer,47,Business travel,631.0,5,5,5,2,4,4,3,30.0,17.0,satisfied
13174,Female,Loyal Customer,42,Business travel,631.0,2,2,2,2,2,2,4,4.0,5.0,satisfied
13175,Male,Loyal Customer,57,Business travel,631.0,1,1,5,5,2,2,4,0.0,0.0,satisfied
13176,Female,Loyal Customer,53,Personal Travel,631.0,2,4,2,5,5,5,5,34.0,8.0,dissatisfied
13177,Female,Loyal Customer,52,Personal Travel,631.0,2,3,2,3,5,5,4,0.0,1.0,dissatisfied
13178,Female,Disloyal Customer,25,Business travel,631.0,5,0,4,2,2,5,2,0.0,0.0,satisfied
13179,Female,Loyal Customer,55,Business travel,631.0,5,5,5,3,5,5,3,0.0,0.0,satisfied
13180,Male,Loyal Customer,44,Business travel,631.0,5,5,5,3,5,5,4,0.0,0.0,satisfied
13181,Male,Loyal Customer,27,Business travel,631.0,2,3,2,5,5,5,5,0.0,0.0,satisfied
13182,Female,Loyal Customer,54,Business travel,631.0,5,5,5,4,5,5,4,0.0,0.0,satisfied
13183,Female,Loyal Customer,24,Business travel,631.0,1,1,1,4,4,5,4,0.0,-45.0,satisfied
13184,Female,Disloyal Customer,24,Business travel,631.0,3,2,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
13185,Female,Loyal Customer,48,Business travel,631.0,2,2,2,2,4,4,5,12.0,129.0,satisfied
13186,Male,Disloyal Customer,38,Business travel,631.0,2,2,2,5,5,4,5,7.0,8.0,dissatisfied
13187,Female,Loyal Customer,42,Business travel,631.0,4,4,4,5,5,5,3,6.0,3.0,satisfied
13188,Female,Disloyal Customer,25,Business travel,631.0,3,2,3,5,5,4,5,0.0,0.0,satisfied
13189,Male,Loyal Customer,24,Business travel,631.0,2,2,2,4,4,5,4,0.0,-45.0,satisfied
13190,Male,Loyal Customer,40,Business travel,631.0,1,1,2,5,4,4,4,0.0,0.0,satisfied
13191,Female,Disloyal Customer,20,Business travel,631.0,4,0,4,2,5,4,2,0.0,0.0,satisfied
13192,Male,Loyal Customer,38,Business travel,631.0,4,4,4,5,5,5,4,14.0,55.0,satisfied
13193,Male,Disloyal Customer,37,Business travel,631.0,3,4,4,3,3,5,3,10.0,0.0,satisfied
13194,Male,Loyal Customer,14,Personal Travel,631.0,2,4,2,4,4,4,4,0.0,0.0,dissatisfied
13195,Female,Loyal Customer,53,Business travel,631.0,1,1,3,5,4,4,4,0.0,0.0,satisfied
13198,Male,Loyal Customer,57,Business travel,632.0,2,2,2,5,2,3,5,171.0,164.0,satisfied
13199,Female,Loyal Customer,43,Business travel,632.0,3,3,2,4,5,5,4,0.0,0.0,satisfied
13200,Female,Loyal Customer,33,Business travel,632.0,4,4,4,3,4,4,4,0.0,0.0,satisfied
13202,Male,Loyal Customer,48,Business travel,632.0,3,3,1,2,4,4,5,0.0,0.0,satisfied
13203,Female,Loyal Customer,59,Business travel,632.0,3,3,3,3,4,4,3,1.0,0.0,satisfied
13204,Male,Disloyal Customer,52,Business travel,632.0,5,5,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
13205,Female,Loyal Customer,56,Business travel,632.0,2,2,2,2,4,4,3,0.0,0.0,satisfied
13206,Male,Disloyal Customer,49,Business travel,632.0,1,0,0,4,4,5,4,0.0,1.0,dissatisfied
13207,Male,Loyal Customer,43,Business travel,632.0,1,1,1,4,4,4,3,0.0,0.0,satisfied
13208,Female,Loyal Customer,58,Personal Travel,632.0,1,5,1,2,4,2,4,0.0,9.0,dissatisfied
13209,Female,Disloyal Customer,49,Business travel,632.0,4,4,4,2,2,5,2,0.0,0.0,dissatisfied
13210,Male,Loyal Customer,30,Business travel,1683.5360392191503,3,3,3,4,2,5,2,10.0,13.0743375378899,satisfied
13211,Female,Loyal Customer,54,Business travel,632.0,3,3,3,2,3,5,3,125.0,138.0,satisfied
13212,Female,Loyal Customer,46,Business travel,632.0,2,5,2,4,4,4,5,0.0,0.0,satisfied
13213,Female,Loyal Customer,42,Business travel,632.0,2,2,2,2,2,2,4,0.0,0.0,satisfied
13214,Female,Loyal Customer,77,Business travel,632.0,1,5,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
13215,Male,Loyal Customer,45,Business travel,632.0,2,2,2,3,5,5,5,0.0,0.0,satisfied
13216,Male,Disloyal Customer,19,Business travel,632.0,4,0,5,5,5,4,5,115.0,107.0,satisfied
13219,Male,Disloyal Customer,43,Business travel,632.0,5,5,5,2,2,4,2,0.0,0.0,satisfied
13220,Female,Loyal Customer,37,Personal Travel,632.0,4,5,4,4,1,1,3,0.0,0.0,satisfied
13221,Female,Loyal Customer,63,Personal Travel,632.0,3,2,3,1,4,4,4,17.0,0.0,dissatisfied
13222,Female,Loyal Customer,45,Business travel,632.0,1,1,1,3,4,4,4,0.0,0.0,satisfied
13223,Male,Loyal Customer,34,Business travel,632.0,3,3,3,2,4,4,4,0.0,0.0,satisfied
13224,Female,Loyal Customer,43,Business travel,632.0,1,1,1,4,2,2,3,0.0,19.0,satisfied
13225,Male,Loyal Customer,58,Personal Travel,632.0,4,5,4,2,5,5,3,63.0,45.0,dissatisfied
13226,Male,Disloyal Customer,26,Business travel,632.0,3,4,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
13227,Male,Loyal Customer,59,Business travel,632.0,2,2,5,2,4,4,5,0.0,0.0,satisfied
13228,Female,Loyal Customer,39,Business travel,632.0,1,1,1,4,3,3,5,0.0,0.0,satisfied
